taxis,Iarray,Varray
0.141,-0.0695022081882605,-4.34388801176627
0.142,-0.0750821829268272,-5.57997473856662
0.143,-0.0814175439984385,-6.33536107161129
0.144,-0.0877529050700497,-6.33536107161129
0.145,-0.094088266141661,-6.33536107161137
0.146,-0.100423627213272,-6.33536107161129
0.147,-0.106758988284884,-6.33536107161129
0.148,-0.113094349356495,-6.33536107161128
0.149,-0.119429710428106,-6.33536107161129
0.15,-0.125765071499717,-6.33536107161131
0.151,-0.132100432571329,-6.33536107161128
0.152,-0.13843579364294,-6.33536107161128
0.153,-0.144771154714551,-6.33536107161131
0.154,-0.151106515786163,-6.33536107161128
0.155,-0.157441876857774,-6.33536107161128
0.156,-0.163777237929385,-6.33536107161128
0.157,-0.170112599000996,-6.33536107161131
0.158,-0.171705331137727,-1.59273213673042
0.159,-0.158392658050548,13.3126730871793
0.16,-0.145079984963368,13.3126730871793
0.161,-0.131767311876189,13.3126730871793
0.162,-0.11845463878901,13.3126730871792
0.163,-0.10514196570183,13.3126730871793
0.164,-0.0918292926146511,13.3126730871793
0.165,-0.0785166195274719,13.3126730871793
0.166,-0.0652039464402925,13.3126730871793
0.167,-0.0518912733531133,13.3126730871793
0.168,-0.0385786002659339,13.3126730871793
0.169,-0.0252659271787547,13.3126730871793
0.17,-0.0119532540915757,13.3126730871789
0.171,0.00135941899560359,13.3126730871793
0.172,0.0146720920827829,13.3126730871793
0.173,0.0279847651699622,13.3126730871793
0.174,0.0412974382571415,13.3126730871793
0.175,0.0329012038935963,-8.39623436354513
0.176,0.0210315443379353,-11.8696595556614
0.177,0.00916188478227426,-11.869659555661
0.178,-0.00270777477338677,-11.869659555661
0.179,-0.0145774343290478,-11.869659555661
0.18,-0.0264470938847088,-11.869659555661
0.181,-0.0383167534403699,-11.869659555661
0.182,-0.0501864129960309,-11.869659555661
0.183,-0.0620560725516919,-11.869659555661
0.184,-0.073925732107353,-11.869659555661
0.185,-0.085795391663014,-11.869659555661
0.186,-0.097665051218675,-11.869659555661
0.187,-0.109534710774336,-11.869659555661
0.188,-0.121404370329997,-11.869659555661
0.189,-0.133274029885658,-11.869659555661
0.19,-0.145143689441319,-11.869659555661
0.191,-0.149068800096539,-3.92511065521958
0.192,-0.144481894072714,4.58690602382444
0.193,-0.13989498804889,4.58690602382444
0.194,-0.135308082025065,4.58690602382444
0.195,-0.130721176001241,4.58690602382447
0.196,-0.126134269977417,4.58690602382444
0.197,-0.121547363953592,4.58690602382441
0.198,-0.116960457929768,4.58690602382447
0.199,-0.112373551905943,4.58690602382444
0.2,-0.107786645882119,4.58690602382444
0.201,-0.103199739858294,4.5869060238243
0.202,-0.09861283383447,4.58690602382444
0.203,-0.0940259278106455,4.58690602382444
0.204,-0.0894390217868211,4.58690602382445
0.205,-0.0848521157629966,4.58690602382443
0.206,-0.0802652097391722,4.58690602382445
0.207,-0.0767374923250949,3.5277174140773
0.208,-0.0823894095288269,-5.65191720373196
0.209,-0.0880413267325588,-5.65191720373213
0.21,-0.0936932439362908,-5.65191720373196
0.211,-0.0993451611400228,-5.65191720373198
0.212,-0.104997078343755,-5.65191720373199
0.213,-0.110648995547487,-5.65191720373195
0.214,-0.116300912751219,-5.65191720373198
0.215,-0.121952829954951,-5.65191720373199
0.216,-0.127604747158683,-5.65191720373198
0.217,-0.133256664362415,-5.65191720373195
0.218,-0.138908581566147,-5.65191720373198
0.219,-0.144560498769879,-5.65191720373198
0.22,-0.150212415973611,-5.65191720373195
0.221,-0.155864333177343,-5.651917203732
0.222,-0.161516250381075,-5.65191720373198
0.223,-0.167168167584807,-5.65191720373195
0.224,-0.169736944741818,-2.56877715701151
0.225,-0.171131192357222,-1.39424761540369
0.226,-0.172525439972625,-1.39424761540371
0.227,-0.173919687588029,-1.39424761540369
0.228,-0.175313935203433,-1.39424761540371
0.229,-0.176708182818837,-1.39424761540371
0.23,-0.17810243043424,-1.39424761540369
0.231,-0.179496678049644,-1.39424761540369
0.232,-0.180890925665048,-1.39424761540374
0.233,-0.182285173280451,-1.39424761540369
0.234,-0.183679420895855,-1.39424761540363
0.235,-0.185073668511259,-1.39424761540374
0.236,-0.186467916126662,-1.39424761540369
0.237,-0.187862163742066,-1.39424761540371
0.238,-0.18925641135747,-1.39424761540369
0.239,-0.190650658972874,-1.39424761540371
0.24,-0.191999718794366,-1.34905982149276
0.241,-0.193262921807428,-1.26320301306185
0.242,-0.19452612482049,-1.26320301306182
0.243,-0.195789327833552,-1.26320301306187
0.244,-0.197052530846614,-1.26320301306187
0.245,-0.198315733859675,-1.26320301306182
0.246,-0.199578936872737,-1.26320301306187
0.247,-0.200842139885799,-1.26320301306182
0.248,-0.202105342898861,-1.26320301306187
0.249,-0.203368545911923,-1.26320301306185
0.25,-0.204631748924985,-1.26320301306185
0.251,-0.205894951938047,-1.26320301306185
0.252,-0.207158154951108,-1.26320301306185
0.253,-0.20842135796417,-1.26320301306187
0.254,-0.209684560977232,-1.26320301306182
0.255,-0.210947763990294,-1.26320301306187
0.256,-0.212210967003356,-1.26320301306185
0.257,-0.207054112155738,5.15685484761827
0.258,-0.201667969527381,5.38614262835671
0.259,-0.196281826899024,5.38614262835676
0.26,-0.190895684270667,5.38614262835668
0.261,-0.185509541642311,5.38614262835673
0.262,-0.180123399013954,5.38614262835668
0.263,-0.174737256385597,5.38614262835668
0.264,-0.169351113757241,5.38614262835673
0.265,-0.163964971128884,5.38614262835657
0.266,-0.158578828500527,5.38614262835668
0.267,-0.153192685872171,5.38614262835673
0.268,-0.147806543243814,5.38614262835671
0.269,-0.142420400615457,5.38614262835671
0.27,-0.1370342579871,5.38614262835671
0.271,-0.131648115358744,5.38614262835671
0.272,-0.126261972730387,5.38614262835671
0.273,-0.127336802098347,-1.07482936796002
0.274,-0.132972317581354,-5.63551548300714
0.275,-0.138607833064361,-5.63551548300708
0.276,-0.144243348547368,-5.63551548300711
0.277,-0.149878864030376,-5.63551548300711
0.278,-0.155514379513383,-5.63551548300711
0.279,-0.16114989499639,-5.63551548300711
0.28,-0.166785410479397,-5.63551548300708
0.281,-0.172420925962404,-5.63551548300711
0.282,-0.178056441445411,-5.63551548300714
0.283,-0.183691956928418,-5.63551548300705
0.284,-0.189327472411425,-5.63551548300711
0.285,-0.194962987894432,-5.63551548300711
0.286,-0.20059850337744,-5.63551548300714
0.287,-0.206234018860447,-5.63551548300708
0.288,-0.211869534343454,-5.63551548300711
0.289,-0.215512474473745,-3.64294013029102
0.29,-0.211517209085289,3.99526538845568
0.291,-0.207521943696833,3.99526538845573
0.292,-0.203526678308377,3.99526538845568
0.293,-0.199531412919922,3.99526538845568
0.294,-0.195536147531466,3.99526538845571
0.295,-0.19154088214301,3.99526538845565
0.296,-0.187545616754555,3.99526538845573
0.297,-0.183550351366099,3.99526538845568
0.298,-0.179555085977643,3.99526538845568
0.299,-0.175559820589188,3.99526538845573
0.3,-0.171564555200732,3.99526538845568
0.301,-0.167569289812276,3.99526538845568
0.302,-0.163574024423821,3.99526538845568
0.303,-0.159578759035365,3.99526538845571
0.304,-0.155583493646909,3.99526538845571
0.305,-0.151588228258453,3.99526538845568
0.306,-0.153511151215031,-1.92292295657775
0.307,-0.156667030076824,-3.15587886179264
0.308,-0.159822908938616,-3.15587886179264
0.309,-0.162978787800409,-3.15587886179266
0.31,-0.166134666662202,-3.15587886179266
0.311,-0.169290545523994,-3.15587886179261
0.312,-0.172446424385787,-3.15587886179264
0.313,-0.17560230324758,-3.15587886179266
0.314,-0.178758182109372,-3.15587886179244
0.315,-0.181914060971165,-3.15587886179264
0.316,-0.185069939832957,-3.15587886179266
0.317,-0.18822581869475,-3.15587886179264
0.318,-0.191381697556543,-3.15587886179261
0.319,-0.194537576418335,-3.15587886179266
0.32,-0.197693455280128,-3.15587886179264
0.321,-0.200849334141921,-3.15587886179266
0.322,-0.200888774858918,-0.0394407169973798
0.323,-0.197092599397706,3.79617546121205
0.324,-0.193296423936494,3.79617546121211
0.325,-0.189500248475282,3.79617546121205
0.326,-0.18570407301407,3.79617546121208
0.327,-0.181907897552858,3.79617546121205
0.328,-0.178111722091646,3.79617546121208
0.329,-0.174315546630434,3.79617546121208
0.33,-0.170519371169221,3.79617546121205
0.331,-0.166723195708009,3.79617546121208
0.332,-0.162927020246797,3.79617546121205
0.333,-0.159130844785585,3.79617546121208
0.334,-0.155334669324373,3.79617546121208
0.335,-0.151538493863161,3.79617546121208
0.336,-0.147742318401949,3.79617546121205
0.337,-0.143946142940737,3.79617546121208
0.338,-0.140697363631336,3.24877930940101
0.339,-0.144838432371382,-4.14106874004649
0.34,-0.148979501111429,-4.14106874004652
0.341,-0.153120569851475,-4.14106874004649
0.342,-0.157261638591522,-4.14106874004649
0.343,-0.161402707331568,-4.14106874004652
0.344,-0.165543776071615,-4.14106874004649
0.345,-0.169684844811661,-4.14106874004649
0.346,-0.173825913551708,-4.14106874004649
0.347,-0.177966982291754,-4.14106874004649
0.348,-0.182108051031801,-4.14106874004649
0.349,-0.186249119771847,-4.14106874004652
0.35,-0.190390188511894,-4.14106874004652
0.351,-0.19453125725194,-4.14106874004649
0.352,-0.198672325991987,-4.14106874004672
0.353,-0.202813394732033,-4.14106874004652
0.354,-0.20695446347208,-4.14106874004649
0.355,-0.212137535461385,-5.18307198930495
0.356,-0.217789508912856,-5.65197345147122
0.357,-0.223441482364327,-5.65197345147119
0.358,-0.229093455815799,-5.65197345147122
0.359,-0.23474542926727,-5.65197345147122
0.36,-0.240397402718741,-5.65197345147122
0.361,-0.246049376170212,-5.65197345147119
0.362,-0.251701349621683,-5.65197345147119
0.363,-0.257353323073155,-5.65197345147128
0.364,-0.263005296524626,-5.65197345147117
0.365,-0.268657269976097,-5.65197345147122
0.366,-0.274309243427568,-5.65197345147122
0.367,-0.27996121687904,-5.65197345147117
0.368,-0.285613190330511,-5.65197345147122
0.369,-0.291265163781982,-5.65197345147122
0.37,-0.296917137233453,-5.65197345147122
0.371,-0.300169157091722,-3.25201985826911
0.372,-0.298087946742876,2.08121034884595
0.373,-0.29600673639403,2.08121034884589
0.374,-0.293925526045185,2.08121034884595
0.375,-0.291844315696339,2.08121034884595
0.376,-0.289763105347493,2.08121034884589
0.377,-0.287681894998647,2.08121034884584
0.378,-0.285600684649801,2.08121034884589
0.379,-0.283519474300955,2.08121034884595
0.38,-0.281438263952109,2.08121034884589
0.381,-0.279357053603263,2.08121034884595
0.382,-0.277275843254417,2.08121034884589
0.383,-0.275194632905571,2.08121034884595
0.384,-0.273113422556725,2.08121034884595
0.385,-0.271032212207879,2.08121034884589
0.386,-0.268951001859033,2.08121034884595
0.387,-0.266869791510188,2.08121034884589
0.388,-0.270111815321888,-3.24202381170074
0.389,-0.273748152775111,-3.63633745322256
0.39,-0.277384490228333,-3.63633745322245
0.391,-0.281020827681556,-3.63633745322256
0.392,-0.284657165134778,-3.63633745322245
0.393,-0.288293502588001,-3.63633745322256
0.394,-0.291929840041223,-3.63633745322245
0.395,-0.295566177494446,-3.63633745322256
0.396,-0.299202514947668,-3.63633745322245
0.397,-0.302838852400891,-3.6363374532225
0.398,-0.306475189854113,-3.63633745322256
0.399,-0.310111527307336,-3.6363374532225
0.4,-0.313747864760558,-3.6363374532225
0.401,-0.317384202213781,-3.6363374532225
0.402,-0.321020539667003,-3.63633745322245
0.403,-0.324656877120226,-3.6363374532225
0.404,-0.326675903064374,-2.0190259441486
0.405,-0.3273808634074,-0.704960343025806
0.406,-0.328085823750426,-0.704960343025917
0.407,-0.328790784093452,-0.704960343025862
0.408,-0.329495744436478,-0.704960343025917
0.409,-0.330200704779504,-0.704960343025862
0.41,-0.33090566512253,-0.704960343025862
0.411,-0.331610625465556,-0.704960343025917
0.412,-0.332315585808582,-0.704960343025862
0.413,-0.333020546151607,-0.704960343025862
0.414,-0.333725506494633,-0.704960343025917
0.415,-0.334430466837659,-0.704960343025862
0.416,-0.335135427180685,-0.704960343025862
0.417,-0.335840387523711,-0.704960343025956
0.418,-0.336545347866737,-0.704960343025862
0.419,-0.337250308209763,-0.704960343025862
0.42,-0.338044514259326,-0.794206049563816
0.421,-0.339267099700272,-1.22258544094561
0.422,-0.340489685141218,-1.22258544094572
0.423,-0.341712270582163,-1.22258544094555
0.424,-0.342934856023109,-1.22258544094567
0.425,-0.344157441464055,-1.22258544094567
0.426,-0.345380026905,-1.22258544094567
0.427,-0.346602612345946,-1.22258544094567
0.428,-0.347825197786892,-1.22258544094555
0.429,-0.349047783227837,-1.22258544094572
0.43,-0.350270368668783,-1.22258544094561
0.431,-0.351492954109729,-1.22258544094567
0.432,-0.352715539550674,-1.22258544094561
0.433,-0.35393812499162,-1.22258544094572
0.434,-0.355160710432566,-1.22258544094561
0.435,-0.356383295873511,-1.22258544094561
0.436,-0.357605881314457,-1.22258544094567
0.437,-0.357583298987889,0.0225823265681546
0.438,-0.357235890287186,0.347408700702267
0.439,-0.356888481586484,0.347408700702156
0.44,-0.356541072885782,0.347408700702156
0.441,-0.35619366418508,0.347408700702212
0.442,-0.355846255484378,0.347408700702156
0.443,-0.355498846783675,0.347408700702212
0.444,-0.355151438082973,0.347408700702156
0.445,-0.354804029382271,0.347408700702212
0.446,-0.354456620681569,0.347408700702212
0.447,-0.354109211980867,0.347408700702156
0.448,-0.353761803280165,0.347408700702212
0.449,-0.353414394579462,0.347408700702212
0.45,-0.35306698587876,0.347408700702156
0.451,-0.352719577178058,0.347408700702212
0.452,-0.352372168477356,0.347408700702156
0.453,-0.354350836915201,-1.97866843784505
0.454,-0.359624781299321,-5.27394438412015
0.455,-0.364898725683441,-5.27394438412015
0.456,-0.370172670067561,-5.2739443841201
0.457,-0.375446614451681,-5.27394438412015
0.458,-0.380720558835802,-5.27394438412015
0.459,-0.385994503219922,-5.2739443841201
0.46,-0.391268447604042,-5.2739443841201
0.461,-0.396542391988162,-5.2739443841201
0.462,-0.401816336372282,-5.2739443841201
0.463,-0.407090280756402,-5.27394438412015
0.464,-0.412364225140522,-5.27394438412015
0.465,-0.417638169524642,-5.2739443841201
0.466,-0.422912113908763,-5.27394438412015
0.467,-0.428186058292883,-5.2739443841201
0.468,-0.433460002677003,-5.27394438412015
0.469,-0.438530467392101,-5.07046471509858
0.47,-0.437903501374595,0.626966017506502
0.471,-0.437276535357088,0.626966017506502
0.472,-0.436649569339582,0.626966017506613
0.473,-0.436022603322075,0.626966017506447
0.474,-0.435395637304569,0.626966017506558
0.475,-0.434768671287062,0.626966017506558
0.476,-0.434141705269556,0.626966017506447
0.477,-0.433514739252049,0.626966017506558
0.478,-0.432887773234543,0.626966017506558
0.479,-0.432260807217036,0.626966017506558
0.48,-0.43163384119953,0.626966017506593
0.481,-0.431006875182023,0.626966017506502
0.482,-0.430379909164516,0.626966017506558
0.483,-0.42975294314701,0.626966017506502
0.484,-0.429125977129503,0.626966017506558
0.485,-0.428499011111997,0.626966017506502
0.486,-0.430979867675284,-2.48085656328689
0.487,-0.435096420333725,-4.1165526584409
0.488,-0.439212972992166,-4.11655265844102
0.489,-0.443329525650607,-4.11655265844102
0.49,-0.447446078309048,-4.11655265844102
0.491,-0.451562630967489,-4.11655265844096
0.492,-0.45567918362593,-4.11655265844102
0.493,-0.459795736284371,-4.11655265844102
0.494,-0.463912288942812,-4.1165526584409
0.495,-0.468028841601253,-4.11655265844102
0.496,-0.472145394259694,-4.1165526584409
0.497,-0.476261946918135,-4.11655265844102
0.498,-0.480378499576576,-4.11655265844102
0.499,-0.484495052235017,-4.11655265844102
0.5,-0.488611604893458,-4.1165526584409
0.501,-0.492728157551899,-4.11655265844102
0.502,-0.496061257330475,-3.33309977857615
0.503,-0.497337793299407,-1.27653596893196
0.504,-0.498614329268339,-1.2765359689319
0.505,-0.49989086523727,-1.2765359689319
0.506,-0.501167401206202,-1.2765359689319
0.507,-0.502443937175134,-1.27653596893196
0.508,-0.503720473144066,-1.27653596893196
0.509,-0.504997009112998,-1.27653596893196
0.51,-0.50627354508193,-1.27653596893196
0.511,-0.507550081050862,-1.27653596893196
0.512,-0.508826617019794,-1.27653596893196
0.513,-0.510103152988726,-1.27653596893196
0.514,-0.511379688957658,-1.27653596893185
0.515,-0.51265622492659,-1.27653596893196
0.516,-0.513932760895522,-1.27653596893196
0.517,-0.515209296864454,-1.27653596893196
0.518,-0.516485832833386,-1.27653596893196
0.519,-0.517864010867723,-1.37817803433693
0.52,-0.519253916832683,-1.38990596496047
0.521,-0.520643822797644,-1.38990596496047
0.522,-0.522033728762604,-1.38990596496058
0.523,-0.523423634727565,-1.38990596496058
0.524,-0.524813540692525,-1.38990596496047
0.525,-0.526203446657486,-1.38990596496058
0.526,-0.527593352622446,-1.38990596496047
0.527,-0.528983258587407,-1.38990596496058
0.528,-0.530373164552367,-1.38990596496058
0.529,-0.531763070517328,-1.38990596496047
0.53,-0.533152976482289,-1.38990596496058
0.531,-0.534542882447249,-1.38990596496047
0.532,-0.53593278841221,-1.38990596496058
0.533,-0.53732269437717,-1.38990596496058
0.534,-0.538712600342131,-1.38990596496047
0.535,-0.539015446665996,-0.302846323865124
0.536,-0.538303703991505,0.711742674490811
0.537,-0.537591961317014,0.711742674490811
0.538,-0.536880218642523,0.7117426744907
0.539,-0.536168475968033,0.711742674490811
0.54,-0.535456733293542,0.711742674490922
0.541,-0.534744990619051,0.711742674490811
0.542,-0.53403324794456,0.7117426744907
0.543,-0.533321505270069,0.711742674490811
0.544,-0.532609762595579,0.711742674490811
0.545,-0.531898019921088,0.711742674490811
0.546,-0.531186277246597,0.711742674490811
0.547,-0.530474534572106,0.7117426744907
0.548,-0.529762791897615,0.711742674490811
0.549,-0.529051049223125,0.711742674490811
0.55,-0.528339306548634,0.711742674490811
0.551,-0.528813278147647,-0.473971599012745
0.552,-0.536697963956055,-7.88468580840795
0.553,-0.544582649764463,-7.88468580840806
0.554,-0.552467335572871,-7.88468580840795
0.555,-0.560352021381279,-7.88468580840806
0.556,-0.568236707189687,-7.88468580840795
0.557,-0.576121392998095,-7.88468580840806
0.558,-0.584006078806503,-7.88468580840806
0.559,-0.591890764614911,-7.88468580840795
0.56,-0.599775450423319,-7.88468580840806
0.561,-0.607660136231727,-7.88468580840795
0.562,-0.615544822040135,-7.88468580840806
0.563,-0.623429507848543,-7.88468580840795
0.564,-0.631314193656951,-7.88468580840806
0.565,-0.639198879465359,-7.88468580840795
0.566,-0.647083565273767,-7.88468580840806
0.567,-0.654968251082175,-7.88468580840806
0.568,-0.656639216725004,-1.67096564282876
0.569,-0.656333089587877,0.306127137127077
0.57,-0.656026962450749,0.306127137127188
0.571,-0.655720835313622,0.306127137127077
0.572,-0.655414708176495,0.306127137127188
0.573,-0.655108581039368,0.306127137127077
0.574,-0.654802453902241,0.306127137127188
0.575,-0.654496326765114,0.306127137127188
0.576,-0.654190199627986,0.306127137127188
0.577,-0.653884072490859,0.306127137127111
0.578,-0.653577945353732,0.306127137127077
0.579,-0.653271818216605,0.306127137127188
0.58,-0.652965691079478,0.306127137127188
0.581,-0.652659563942351,0.306127137127188
0.582,-0.652353436805224,0.306127137127077
0.583,-0.652047309668097,0.306127137127077
0.584,-0.654679539855916,-2.63223018781899
0.585,-0.662119991120919,-7.44045126500303
0.586,-0.669560442385922,-7.44045126500303
0.587,-0.677000893650925,-7.44045126500303
0.588,-0.684441344915927,-7.44045126500281
0.589,-0.69188179618093,-7.44045126500303
0.59,-0.699322247445934,-7.44045126500303
0.591,-0.706762698710937,-7.44045126500303
0.592,-0.714203149975939,-7.44045126500292
0.593,-0.721643601240943,-7.44045126500303
0.594,-0.729084052505945,-7.44045126500292
0.595,-0.736524503770948,-7.44045126500303
0.596,-0.743964955035952,-7.44045126500303
0.597,-0.751405406300954,-7.44045126500292
0.598,-0.758845857565957,-7.44045126500303
0.599,-0.76628630883096,-7.44045126500303
0.6,-0.773726760095963,-7.44045126500258
0.601,-0.777292131351282,-3.56537125531875
0.602,-0.7808575026066,-3.56537125531841
0.603,-0.784422873861919,-3.56537125531875
0.604,-0.787988245117238,-3.56537125531897
0.605,-0.791553616372557,-3.56537125531864
0.606,-0.795118987627875,-3.56537125531886
0.607,-0.798684358883194,-3.56537125531875
0.608,-0.802249730138513,-3.56537125531897
0.609,-0.805815101393832,-3.56537125531875
0.61,-0.809380472649151,-3.56537125531875
0.611,-0.812945843904469,-3.56537125531875
0.612,-0.816511215159788,-3.56537125531886
0.613,-0.820076586415107,-3.56537125531886
0.614,-0.823641957670426,-3.56537125531875
0.615,-0.827207328925745,-3.56537125531875
0.616,-0.830772700181064,-3.56537125531897
0.617,-0.833402547242334,-2.62984706127067
0.618,-0.835460685073909,-2.05813783157482
0.619,-0.837518822905484,-2.05813783157471
0.62,-0.839576960737059,-2.05813783157471
0.621,-0.841635098568633,-2.05813783157471
0.622,-0.843693236400208,-2.05813783157471
0.623,-0.845751374231783,-2.05813783157482
0.624,-0.847809512063357,-2.0581378315746
0.625,-0.849867649894932,-2.05813783157482
0.626,-0.851925787726507,-2.05813783157471
0.627,-0.853983925558082,-2.05813783157471
0.628,-0.856042063389656,-2.05813783157471
0.629,-0.858100201221231,-2.05813783157471
0.63,-0.860158339052806,-2.05813783157471
0.631,-0.862216476884381,-2.05813783157471
0.632,-0.864274614715955,-2.05813783157471
0.633,-0.866377443544681,-2.10282882872625
0.634,-0.868620729793027,-2.24328624834524
0.635,-0.870864016041372,-2.24328624834502
0.636,-0.873107302289717,-2.24328624834524
0.637,-0.875350588538062,-2.24328624834513
0.638,-0.877593874786407,-2.24328624834524
0.639,-0.879837161034753,-2.24328624834524
0.64,-0.882080447283098,-2.24328624834502
0.641,-0.884323733531443,-2.24328624834524
0.642,-0.886567019779788,-2.24328624834524
0.643,-0.888810306028133,-2.24328624834502
0.644,-0.891053592276478,-2.24328624834524
0.645,-0.893296878524824,-2.24328624834513
0.646,-0.895540164773169,-2.24328624834513
0.647,-0.897783451021514,-2.24328624834524
0.648,-0.900026737269859,-2.24328624834513
0.649,-0.902270023518204,-2.24328624834513
0.65,-0.910112567313563,-7.84254379535897
0.651,-0.918850992316444,-8.73842500288068
0.652,-0.927589417319325,-8.73842500288068
0.653,-0.936327842322205,-8.73842500288057
0.654,-0.945066267325086,-8.73842500288046
0.655,-0.953804692327966,-8.73842500288068
0.656,-0.962543117330847,-8.73842500288057
0.657,-0.971281542333728,-8.73842500288068
0.658,-0.980019967336608,-8.73842500288057
0.659,-0.988758392339489,-8.73842500288057
0.66,-0.997496817342369,-8.73842500288057
0.661,-1.00623524234525,-8.73842500288057
0.662,-1.01497366734813,-8.73842500288079
0.663,-1.02371209235101,-8.73842500288057
0.664,-1.03245051735389,-8.73842500288057
0.665,-1.04118894235677,-8.73842500288079
0.666,-1.0471375951604,-5.94865280362921
0.667,-1.05009720632198,-2.95961116157484
0.668,-1.05305681748355,-2.95961116157461
0.669,-1.05601642864513,-2.95961116157484
0.67,-1.0589760398067,-2.95961116157484
0.671,-1.06193565096828,-2.95961116157484
0.672,-1.06489526212985,-2.95961116157484
0.673,-1.06785487329143,-2.95961116157484
0.674,-1.070814484453,-2.95961116157484
0.675,-1.07377409561458,-2.95961116157484
0.676,-1.07673370677615,-2.95961116157484
0.677,-1.07969331793772,-2.95961116157484
0.678,-1.0826529290993,-2.95961116157484
0.679,-1.08561254026087,-2.95961116157484
0.68,-1.08857215142245,-2.95961116157484
0.681,-1.09153176258402,-2.95961116157484
0.682,-1.09415510900736,-2.62334642333806
0.683,-1.09386416103265,0.290947974709521
0.684,-1.09357321305794,0.290947974709743
0.685,-1.09328226508323,0.290947974709743
0.686,-1.09299131710852,0.290947974709743
0.687,-1.09270036913381,0.290947974709743
0.688,-1.0924094211591,0.290947974709743
0.689,-1.09211847318439,0.290947974709743
0.69,-1.09182752520968,0.290947974709521
0.691,-1.09153657723497,0.290947974709743
0.692,-1.09124562926027,0.290947974709743
0.693,-1.09095468128556,0.290947974709743
0.694,-1.09066373331085,0.290947974709743
0.695,-1.09037278533614,0.290947974709743
0.696,-1.09008183736143,0.290947974709743
0.697,-1.08979088938672,0.290947974709743
0.698,-1.08949994141201,0.290947974709521
0.699,-1.0968947229011,-7.39478148909422
0.7,-1.10721740132879,-10.3226784276855
0.701,-1.11754007975647,-10.3226784276855
0.702,-1.12786275818416,-10.3226784276857
0.703,-1.13818543661184,-10.3226784276855
0.704,-1.14850811503953,-10.3226784276867
0.705,-1.15883079346721,-10.3226784276855
0.706,-1.1691534718949,-10.3226784276855
0.707,-1.17947615032259,-10.3226784276857
0.708,-1.18979882875027,-10.3226784276855
0.709,-1.20012150717796,-10.3226784276855
0.71,-1.21044418560564,-10.3226784276857
0.711,-1.22076686403333,-10.3226784276855
0.712,-1.23108954246101,-10.3226784276855
0.713,-1.2414122208887,-10.3226784276857
0.714,-1.25173489931638,-10.3226784276853
0.715,-1.25952937037709,-7.7944710607054
0.716,-1.26252024744053,-2.99087706344458
0.717,-1.26551112450398,-2.99087706344481
0.718,-1.26850200156742,-2.99087706344481
0.719,-1.27149287863087,-2.99087706344481
0.72,-1.27448375569431,-2.99087706344458
0.721,-1.27747463275776,-2.99087706344458
